state,city,total
Indiana,Milltown,0
Indiana,Mishawaka,35
Indiana,Mitchell,5
Indiana,Mongo,0
Indiana,Monon,1
Indiana,Monroe,33
Indiana,Monroeville,0
Indiana,Monrovia,0
Indiana,Montgomery,3
Indiana,Monticello,0
Indiana,Moores Hill,0
Indiana,Mooresville,9
Indiana,Morgantown,2
Indiana,Morocco,0
Indiana,Morris,0
Indiana,Morristown,26
Indiana,Mount Ayr,0
Connecticut,Oakdale,2
Connecticut,Oakville,1
Connecticut,Old Greenwich,0
Connecticut,Old Lyme,4
Connecticut,Old Mystic,0
Connecticut,Old Saybrook,11
Connecticut,Oneco,0
Connecticut,Orange,12
Connecticut,Oxford,0
Connecticut,Pawcatuck,3
Connecticut,Pequabuck,0
Connecticut,Pine Meadow,0
Connecticut,Plainfield,0
Connecticut,Plainville,0
Connecticut,Plantsville,6
Connecticut,Plymouth,0
Connecticut,Pomfret,0
Connecticut,Pomfret Center,0
Connecticut,Poquonock,0
Connecticut,Portland,44
Connecticut,Preston,0
Connecticut,Prospect,0
California,Blue Jay,0
California,Blythe,2
California,Bodega,0
California,Bodega Bay,0
California,Bodfish,0
California,Bolinas,0
California,Bonita,4
California,Bonsall,1
California,Boron,0
California,Borrego Springs,0
California,Boulder Creek,0
California,Boulevard,0
California,Boyes Hot Springs,0
California,Bradbury,4
California,Bradley,0
California,Brandeis,0
Colorado,Manitou Springs,1
Colorado,Manzanola,0
Colorado,Masonville,0
Colorado,Matheson,0
Colorado,Mead,1
Colorado,Merino,0
Colorado,Mesa,268
Colorado,Milliken,0
Colorado,Montrose,1
Colorado,Monument,6
Colorado,Morrison,1
Colorado,Nederland,7
Colorado,New Raymer,0
Iowa,Mingo,0
Iowa,Missouri Valley,4
Iowa,Mitchellville,6
Iowa,Modale,0
Iowa,Mondamin,0
Iowa,Monmouth,0
Iowa,Monroe,33
Iowa,Montezuma,0
Iowa,Monticello,0
Iowa,Montour,0
Iowa,Montpelier,2
Iowa,Moorland,0
Iowa,Moravia,3
Iowa,Morley,0
Iowa,Morning Sun,1
Iowa,Moscow,0
Iowa,Moulton,6
Iowa,Mount Auburn,0
Iowa,Mount Ayr,0
Iowa,Mount Pleasant,43
Iowa,Mount Sterling,2
Florida,Indian Harbour Beach,1
Florida,Indian Lake Estates,0
Florida,Indian Rocks Beach,0
Florida,Indiantown,1
Florida,Inglis,0
Florida,Intercession City,0
Florida,Interlachen,0
Florida,Inverness,16
Florida,Islamorada,0
Florida,Island Grove,0
Florida,Istachatta,0
Florida,Jacksonville,17
Florida,Jacksonville Beach,6
Florida,Jasper,14
Florida,Jay,2
Florida,Jennings,1
Florida,Jensen Beach,11
Florida,Juno Beach,1
Florida,Jupiter,28
Florida,Kathleen,0
Florida,Kenansville,7
Florida,Kendall,2
Florida,Key Biscayne,0
Florida,Key Colony Beach,0
Illinois,Flat Rock,0
Illinois,Flora,8
Illinois,Flossmoor,8
Illinois,Foosland,0
Illinois,Forest Park,2
Illinois,Forrest,0
Illinois,Forreston,0
Illinois,Fort Sheridan,0
Illinois,Fox Lake,7
Illinois,Fox River Grove,0
Illinois,Fox Valley,0
Illinois,Frankfort,25
Illinois,Franklin Grove,2
Illinois,Franklin Park,1
Illinois,Freeburg,0
Illinois,Freeman Spur,0
Illinois,Freeport,0
Illinois,Fulton,8
Illinois,Fults,0
Illinois,Galatia,1
Georgia,Lagrange,11
Georgia,Lake City,1
Georgia,Lavonia,1
Georgia,Lawrenceville,89
Georgia,Lebanon,10
Georgia,Lexington,28
Georgia,Lilburn,10
Georgia,Lindale,0
Georgia,Lithia Springs,3
Georgia,Lithonia,29
Georgia,Lizella,2
Georgia,Locust Grove,0
Georgia,Loganville,27
Georgia,Louisville,15
Georgia,Lovejoy,0
Georgia,Ludowici,1
Georgia,Lula,0
Georgia,Lumpkin,0
Georgia,Luthersville,0
Georgia,Lyerly,0
Georgia,Lyons,1
Georgia,Mableton,7
Georgia,Macon,104
Georgia,Madison,138
Georgia,Manassas,40
Indiana,Mount Summit,0
Indiana,Mount Vernon,0
Indiana,Mulberry,0
Indiana,Muncie,42
Indiana,Munster,18
Indiana,Napoleon,7
Indiana,Nappanee,3
Indiana,Nashville,0
Indiana,Needham,37
Indiana,New Albany,6
Indiana,New Carlisle,4
Indiana,New Castle,37
Indiana,New Harmony,2
Indiana,New Haven,0
Indiana,New Market,1
Indiana,New Middletown,2
Indiana,New Palestine,1
Indiana,New Paris,2
Indiana,New Point,0
Indiana,New Richmond,3
Indiana,New Ross,0
Indiana,New Salisbury,0
Indiana,New Trenton,0
Indiana,New Washington,0
Indiana,Newberry,10
Indiana,Newburgh,19
Indiana,Nineveh,0
Connecticut,Putnam,0
Connecticut,Quaker Hill,0
Connecticut,Quinebaug,0
Connecticut,Redding,77
Connecticut,Redding Center,0
Connecticut,Redding Ridge,0
Connecticut,Ridgefield,1
Connecticut,Riverside,0
Connecticut,Riverton,11
Connecticut,Rockfall,1
Connecticut,Rockville,83
Connecticut,Rocky Hill,0
Connecticut,Rogers,1
Connecticut,Rowayton,0
Connecticut,Roxbury,36
Connecticut,Salem,0
Connecticut,Salisbury,44
Connecticut,Sandy Hook,0
Connecticut,Scotland,0
Connecticut,Seymour,3
Connecticut,Sharon,0
Connecticut,Shelton,22
California,Brawley,6
California,Brea,23
California,Brentwood,9
California,Brisbane,1
California,Brookdale,0
California,Brooks,0
California,Browns Valley,0
California,Brownsville,78
California,Bryn Mawr,13
California,Buellton,0
California,Buena Park,38
California,Burbank,1
California,Burlingame,32
California,Burney,1
California,Burrel,0
California,Butte City,0
California,Buttonwillow,0
California,Byron,1
California,Cabazon,0
California,Calabasas,7
California,Caliente,2
California,California City,0
California,California Hot Springs,0
California,Calimesa,4
California,Calistoga,3
California,Camarillo,52
California,Cambria,0
Colorado,Niwot,0
Colorado,Northglenn,8
Colorado,Nunn,0
Colorado,Orchard,0
Colorado,Padroni,0
Colorado,Palisade,2
Colorado,Palmer Lake,0
Colorado,Parker,2
Colorado,Peetz,0
Colorado,Penrose,0
Colorado,Peyton,0
Colorado,Pierce,0
Colorado,Pine,1
Colorado,Pinecliffe,0
Colorado,Platteville,0
Colorado,Pueblo,57
Colorado,Pueblo West,4
Colorado,Ramah,0
Iowa,Mount Union,0
Iowa,Mount Vernon,0
Iowa,Moville,0
Iowa,Murray,11
Iowa,Muscatine,21
Iowa,Mystic,13
Iowa,Nashua,48
Iowa,Nemaha,0
Iowa,Neola,0
Iowa,Nevada,0
Iowa,New Hampton,1
Iowa,New Hartford,9
Iowa,New Liberty,0
Iowa,New London,0
Iowa,New Sharon,0
Iowa,New Vienna,0
Iowa,New Virginia,0
Iowa,Newhall,0
Iowa,Newton,4
Iowa,Nichols,1
Iowa,North English,2
Iowa,North Liberty,6
Florida,Key Largo,1
Florida,Key West,11
Florida,Keystone Heights,2
Florida,Killarney,0
Florida,Kissimmee,58
Florida,La Crosse,0
Florida,Labelle,3
Florida,Lacoochee,0
Florida,Lady Lake,25
Florida,Lake Alfred,2
Florida,Lake Butler,0
Florida,Lake City,2
Florida,Lake Como,0
Florida,Lake Geneva,17
Florida,Lake Hamilton,0
Florida,Lake Harbor,0
Florida,Lake Helen,0
Florida,Lake Mary,12
Florida,Lake Monroe,0
Florida,Lake Panasoffkee,0
Florida,Lake Park,6
Florida,Lake Placid,7
Florida,Lake Wales,11
Florida,Lake Worth,2
Florida,Lakeland,84
Florida,Lakeshore,0
Florida,Lakewood Ranch,5
Illinois,Galena,0
Illinois,Galesburg,3
Illinois,Galt,5
Illinois,Galva,0
Illinois,Garden Prairie,0
Illinois,Gardner,13
Illinois,Geneseo,5
Illinois,Geneva,11
Illinois,Genoa,1
Illinois,Gerlaw,0
Illinois,German Valley,0
Illinois,Gifford,0
Illinois,Gilberts,1
Illinois,Gladstone,8
Illinois,Glasford,0
Illinois,Glen Carbon,8
Illinois,Glen Ellyn,19
Illinois,Glencoe,0
Georgia,Manchester,0
Georgia,Mansfield,0
Georgia,Marble Hill,8
Georgia,Marietta,123
Georgia,Martin,1
Georgia,Martinez,8
Georgia,Matthews,13
Georgia,Mauk,0
Georgia,Maxeys,0
Georgia,Maysville,3
Georgia,Mc Intyre,0
Georgia,Mcdonough,8
Georgia,Meansville,0
Georgia,Meigs,0
Georgia,Meldrim,0
Georgia,Menlo,0
Georgia,Metter,4
Georgia,Midland,0
Georgia,Midville,0
Georgia,Midway,0
Georgia,Milledgeville,0
Georgia,Millen,1
Georgia,Milner,0
Georgia,Milton,5
Indiana,Noblesville,23
Indiana,North Judson,0
Indiana,North Liberty,6
Indiana,North Manchester,4
Indiana,North Salem,0
Indiana,North Vernon,4
Indiana,North Webster,0
Indiana,Notre Dame,2
Indiana,Oakford,0
Indiana,Oakland City,1
Indiana,Odon,3
Indiana,Oldenburg,0
Indiana,Orland,5
Indiana,Orleans,1
Indiana,Osceola,0
Indiana,Osgood,0
Indiana,Ossian,2
Indiana,Otwell,0
Indiana,Owensburg,0
Indiana,Owensville,0
Indiana,Palmyra,2
Indiana,Paoli,4
Indiana,Paragon,0
Indiana,Paris Crossing,0
Indiana,Patoka,0
Indiana,Patricksburg,0
Connecticut,Sherman,0
Connecticut,Simbury,0
Connecticut,Simsbury,17
Connecticut,Somers,7
Connecticut,Somersville,0
Connecticut,South Britain,0
Connecticut,South Glastonbury,0
Connecticut,South Kent,0
Connecticut,South Lyme,0
Connecticut,South Willington,0
Connecticut,South Windham,0
Connecticut,South Windsor,13
Connecticut,South Woodstock,0
Connecticut,Southbury,27
Connecticut,Southington,0
Connecticut,Southport,5
Connecticut,Stafford,67
Connecticut,Stafford Springs,1
Connecticut,Staffordville,0
Connecticut,Stamford,4
California,Cameron Park,10
California,Camino,1
California,Camp Meeker,0
California,Camp Nelson,0
California,Camp Pendleton,0
California,Campbell,0
California,Campo,0
California,Camptonville,0
California,Canoga Park,17
California,Cantil,0
California,Cantua Creek,0
California,Canyon,7
California,Canyon Country,1
California,Canyon Lake,1
California,Capay,0
California,Capistrano Beach,4
California,Capitola,5
California,Cardiff By The Sea,3
California,Carlsbad,29
California,Carmel,0
California,Carmel By The Sea,3
California,Carmel Valley,9
California,Carmichael,101
California,Carnelian Bay,0
California,Carpinteria,2
Colorado,Red Feather Lakes,0
Colorado,Rockvale,0
Colorado,Rocky Ford,7
Colorado,Roggen,0
Colorado,Rush,0
Colorado,Rye,9
Colorado,Security,0
Colorado,Sedalia,0
Colorado,Severance,0
Colorado,Simla,2
Colorado,Snyder,10
Colorado,Steamboat Springs,8
Colorado,Sterling,25
Colorado,Stoneham,0
Colorado,Strasburg,0
Colorado,Swink,0
Colorado,Thornton,0
Colorado,Timnath,0
Colorado,U S A F Academy,0
Colorado,Victor,4
Iowa,Northwood,1
Iowa,Norwalk,15
Iowa,Norway,4
Iowa,Oakland,1
Iowa,Oakville,1
Iowa,Oelwein,7
Iowa,Ogden,1
Iowa,Okoboji,0
Iowa,Olds,0
Iowa,Olin,2
Iowa,Ollie,0
Iowa,Onawa,7
Iowa,Onslow,0
Iowa,Orange City,23
Iowa,Orient,0
Iowa,Osage,0
Iowa,Osceola,0
Iowa,Oskaloosa,17
Iowa,Otho,0
Iowa,Otley,0
Florida,Lamont,0
Florida,Land O' Lakes,8
Florida,Lantana,15
Florida,Largo,13
Florida,Lauder Hill,0
Florida,Lauderdale Lakes,12
Florida,Lauderhill,30
Florida,Laurel,0
Florida,Laurel Hill,0
Florida,Lawtey,0
Florida,Lecanto,22
Florida,Leesburg,0
Florida,Lehigh Acres,12
Florida,Lighthouse Point,3
Florida,Lithia,2
Florida,Live Oak,14
Florida,Lloyd,0
Florida,Lochloosa,0
Florida,Long Key,0
Florida,Longboat Key,0
Florida,Longwood,17
Florida,Lorida,0
Florida,Loughman,0
Florida,Lowell,0
Florida,Loxahatchee,3
Florida,Lulu,0
Illinois,Glendale Heights,6
Illinois,Glenview,24
Illinois,Glenwood,8
Illinois,Godfrey,10
Illinois,Golconda,0
Illinois,Golden Eagle,0
Illinois,Golf,0
Illinois,Goodfield,0
Illinois,Goreville,0
Illinois,Gorham,7
Illinois,Grafton,0
Illinois,Grand Ridge,0
Illinois,Grand Tower,0
Illinois,Granite City,9
Illinois,Grant Park,0
Illinois,Grantsburg,0
Illinois,Granville,12
Illinois,Graymont,0
Illinois,Grayslake,13
Illinois,Grayville,1
Illinois,Great Lakes,0
Illinois,Green Valley,1
Illinois,Greenfield,6
Georgia,Mitchell,25
Georgia,Molena,1
Georgia,Monroe,16
Georgia,Monticello,10
Georgia,Montrose,1
Georgia,Moreland,0
Georgia,Morrow,4
Georgia,Moultrie,21
Georgia,Mount Airy,9
Georgia,Mount Berry,0
Georgia,Mount Zion,0
Georgia,Murrayville,0
Georgia,Musella,0
Georgia,Nelson,0
Georgia,Newborn,0
Georgia,Newington,15
Georgia,Newnan,28
Georgia,Nicholson,0
Georgia,Norcross,25
Georgia,North Metro,0
Georgia,Nunez,0
Georgia,Oakwood,5
Georgia,Ochlocknee,0
Georgia,Oconee,2
Georgia,Oglethorpe,1
Indiana,Patriot,0
Indiana,Pendleton,2
Indiana,Pennville,0
Indiana,Peru,0
Indiana,Petersburg,0
Indiana,Petroleum,0
Indiana,Pierceton,0
Indiana,Pierceville,0
Indiana,Pittsboro,0
Indiana,Plainfield,0
Indiana,Plainville,0
Indiana,Pleasant Lake,0
Indiana,Pleasant Mills,0
Indiana,Plymouth,0
Indiana,Poland,0
Indiana,Portage,40
Indiana,Portland,44
Indiana,Poseyville,1
Indiana,Preble,0
Indiana,Princeton,0
Indiana,Putnamville,0
Indiana,Quincy,0
Indiana,Reelsville,0
Indiana,Remington,1
Indiana,Rensselaer,5
Indiana,Reynolds,0
Connecticut,Sterling,25
Connecticut,Stevenson,0
Connecticut,Stonington,0
Connecticut,Storrs Mansfield,0
Connecticut,Stratford,1
Connecticut,Suffield,8
Connecticut,Taconic,0
Connecticut,Taftville,1
Connecticut,Tariffville,1
Connecticut,Terryville,0
Connecticut,Thomaston,3
Connecticut,Thompson,0
Connecticut,Tolland,6
Connecticut,Torrington,14
Connecticut,Trumbull,20
Connecticut,Uncasville,6
Connecticut,Unionville,0
Connecticut,Vernon,9
Connecticut,Vernon Rockville,16
Connecticut,Versailles,3
Connecticut,Voluntown,0
California,Carson,1
California,Caruthers,0
California,Casmalia,0
California,Cassel,0
California,Castaic,3
California,Castella,0
California,Castro Valley,31
California,Castroville,5
California,Cathedral City,29
California,Catheys Valley,0
California,Cayucos,0
California,Cazadero,0
California,Cedar Glen,0
California,Cedar Ridge,0
California,Cedarpines Park,0
California,Ceres,0
California,Cerritos,36
California,Challenge,0
California,Chatsworth,0
California,Cherry Valley,0
California,Chicago Park,0
California,Chico,0
California,Chino,34
California,Chino Hills,9
California,Chowchilla,7
Colorado,Ward,0
Colorado,Watkins,0
Colorado,Weldona,0
Colorado,Wellington,4
Colorado,Westminster,0
Colorado,Wheat Ridge,31
Colorado,Whitewater,12
Colorado,Wiggins,4
Colorado,Windsor,0
Colorado,Winter Park,51
Colorado,Woodland Park,2
Colorado,Yoder,0
Iowa,Oto,0
Iowa,Ottumwa,23
Iowa,Oxford,0
Iowa,Oxford Junction,0
Iowa,Oyens,0
Iowa,Pacific Junction,1
Iowa,Packwood,0
Iowa,Palmer,0
Iowa,Palo,0
Iowa,Panama,0
Iowa,Panora,4
Iowa,Parkersburg,26
Iowa,Parnell,0
Iowa,Paton,0
Iowa,Patterson,1
Iowa,Pella,13
Iowa,Peosta,0
Iowa,Percival,0
Iowa,Perry,0
Iowa,Persia,0
Iowa,Peru,0
Iowa,Peterson,0
Iowa,Pierson,0
Iowa,Pilot Grove,2
Iowa,Pilot Mound,0
Iowa,Pisgah,0
Florida,Lutz,13
Florida,Lynn Haven,5
Florida,Macclenny,4
Florida,Madeira Beach,1
Florida,Madison,3
Florida,Maitland,19
Florida,Malabar,0
Florida,Malone,0
Florida,Manasota,0
Florida,Mango,0
Florida,Mangonia Park,1
Florida,Marathon,0
Florida,Marathon Shores,0
Florida,Marco Island,2
Florida,Margate,21
Florida,Marianna,1
Florida,Mary Esther,0
Florida,Mascotte,0
Florida,Mayo,0
Florida,Mc Alpin,0
Florida,Mc David,0
Florida,Mc Intosh,0
Florida,Medley,3
Illinois,Greenville,20
Illinois,Gridley,4
Illinois,Groveland,0
Illinois,Gurnee,22
Illinois,Hamburg,19
Illinois,Hamel,0
Illinois,Hampshire,0
Illinois,Hampton,0
Illinois,Hanna City,1
Illinois,Hanover,28
Illinois,Hanover Park,3
Illinois,Hardin,0
Illinois,Harmon,0
Illinois,Harrisburg,0
Illinois,Hartford,0
Illinois,Harvard,6
Illinois,Harvey,0
Illinois,Harwood Heights,7
Illinois,Havana,5
Illinois,Hazel Crest,8
Illinois,Hebron,0
Illinois,Hecker,0
Illinois,Henderson,0
Illinois,Hennepin,0
Georgia,Oliver,0
Georgia,Omaha,211
Georgia,Orchard Hill,0
Georgia,Oxford,5
Georgia,Palmetto,1
Georgia,Peachtree City,20
Georgia,Pembroke,2
Georgia,Pendergrass,0
Georgia,Perkins,1
Georgia,Perry,10
Georgia,Pine Lake,0
Georgia,Pine Mountain,1
Georgia,Pine Mountain Valley,0
Georgia,Plains,2
Georgia,Plainville,0
Georgia,Pooler,12
Georgia,Port Wentworth,1
Georgia,Portal,0
Georgia,Porterdale,0
Georgia,Powder Springs,10
Georgia,Preston,0
Indiana,Richland,0
Indiana,Richmond,2
Indiana,Rising Sun,2
Indiana,Roachdale,0
Indiana,Roann,0
Indiana,Roanoke,0
Indiana,Rochester,16
Indiana,Rockfield,0
Indiana,Rockport,10
Indiana,Rockville,83
Indiana,Rolling Prairie,0
Indiana,Rome,0
Indiana,Romney,0
Indiana,Rosedale,1
Indiana,Roselawn,0
Indiana,Rossville,0
Indiana,Royal Center,0
Indiana,Rushville,0
Indiana,Russellville,0
Indiana,Russiaville,0
Indiana,Saint Anthony,0
Indiana,Saint Croix,0
Indiana,Saint Joe,0
Indiana,Saint John,1
Indiana,Saint Meinrad,0
Connecticut,W Hartford,2
Connecticut,Wallingford,3
Connecticut,Washington,213
Connecticut,Washington Depot,0
Connecticut,Waterbury,56
Connecticut,Waterford,3
Connecticut,Watertown,21
Connecticut,Wauregan,0
Connecticut,Weathersfield,0
Connecticut,Weatogue,3
Connecticut,West Cornwall,0
Connecticut,West Granby,1
Connecticut,West Hartford,57
Connecticut,West Hartland,0
Connecticut,West Haven,13
Connecticut,West Mystic,0
Connecticut,West Redding,0
Connecticut,West Simsbury,0
Connecticut,West Suffield,0
Connecticut,Westbrook,15
Connecticut,Weston,0
Connecticut,Westport,0
Connecticut,Wethersfield,12
Connecticut,Willimantic,11
California,Chualar,0
California,Chula Vista,53
California,Cima,0
California,Citrus Heights,82
California,City Of Industry,5
California,Claremont,11
California,Clarksburg,0
California,Clayton,0
California,Clearlake,9
California,Clearlake Oaks,3
California,Clements,0
California,Clipper Mills,0
California,Cloverdale,1
California,Clovis,28
California,Coachella,0
California,Coalinga,1
California,Coarsegold,1
Iowa,Plainfield,0
Iowa,Plano,152
Iowa,Pleasant Hill,0
Iowa,Pleasant Valley,0
Iowa,Pleasantville,1
Iowa,Pocahontas,0
Iowa,Polk City,1
Iowa,Pomeroy,0
Iowa,Portsmouth,30
Iowa,Prairie City,2
Iowa,Prairieburg,0
Iowa,Prescott,52
Iowa,Preston,0
Iowa,Princeton,0
Iowa,Prole,0
Iowa,Promise City,0
Iowa,Pulaski,1
Iowa,Quasqueton,0
Iowa,Ralston,0
Iowa,Randolph,0
Iowa,Raymond,1
Iowa,Readlyn,0
Iowa,Reasnor,0
Iowa,Red Oak,6
Florida,Melbourne,89
Florida,Melbourne Beach,0
Florida,Melrose,0
Florida,Merritt Island,32
Florida,Miami,745
Florida,Miami Beach,25
Florida,Miami Gardens,19
Florida,Miami Lakes,53
Florida,Miami Shores,2
Florida,Miami Springs,9
Florida,Micanopy,0
Florida,Micco,0
Florida,Mid Florida,0
Florida,Middleburg,1
Florida,Midway,0
Florida,Milligan,0
Florida,Milton,0
Florida,Mims,0
Florida,Minneola,2
Florida,Miramar,37
Illinois,Henry,1
Illinois,Herod,0
Illinois,Herrick,0
Illinois,Herrin,6
Illinois,Herscher,1
Illinois,Heyworth,0
Illinois,Hickory Hills,4
Illinois,Highland,18
Illinois,Highland Park,10
Illinois,Highwood,5
Illinois,Hillsdale,0
Illinois,Hillside,5
Illinois,Hinckley,0
Illinois,Hines,0
Illinois,Hinsdale,0
Illinois,Hoffman Estates,14
Illinois,Holcomb,0
Illinois,Homer,7
Illinois,Homer Glen,9
Illinois,Hometown,0
Illinois,Homewood,16
Illinois,Hooppole,0
Illinois,Hopedale,3
Georgia,Pulaski,0
Georgia,Ranger,1
Georgia,Rayle,0
Georgia,Red Oak,2
Georgia,Redan,0
Georgia,Register,0
Georgia,Reidsville,18
Georgia,Rentz,0
Georgia,Resaca,0
Georgia,Rex,0
Georgia,Richland,20
Georgia,Richmond Hill,8
Georgia,Rincon,0
Georgia,Ringgold,0
Georgia,Riverdale,25
Georgia,Roberta,1
Georgia,Rockledge,16
Georgia,Rockmart,2
Georgia,Rocky Ford,7
Georgia,Rome,0
Georgia,Roopville,0
Georgia,Rossville,0
Georgia,Roswell,45
Georgia,Royston,4
Georgia,Rupert,0
Georgia,Rutledge,0
Georgia,Rydal,4
Indiana,Saint Paul,3
Indiana,Salem,0
Indiana,San Pierre,1
Indiana,Santa Claus,0
Indiana,Schererville,16
Indiana,Schneider,0
Indiana,Schnellville,0
Indiana,Scipio,0
Indiana,Scotland,0
Indiana,Scottsburg,11
Indiana,Sedalia,0
Indiana,Sellersburg,7
Indiana,Servia,0
Indiana,Seymour,3
Indiana,Sharpsville,0
Indiana,Shelby,6
Indiana,Shelbyville,15
Indiana,Sheridan,21
Indiana,Shipshewana,0
Connecticut,Willington,2
Connecticut,Wilton,2
Connecticut,Winchester Center,0
Connecticut,Windham,9
Connecticut,Windsor,0
Connecticut,Windsor Locks,7
Connecticut,Winsted,4
Connecticut,Wolcott,0
Connecticut,Woodbridge,2
Connecticut,Woodbury,13
Connecticut,Woodstock,1
Connecticut,Woodstock Valley,0
Connecticut,Yantic,0
California,Colfax,0
California,Colma,1
California,Coloma,1
California,Colton,0
California,Colusa,5
California,Compton,15
California,Concord,0
California,Cool,0
California,Corcoran,0
California,Corning,0
California,Corona,8
California,Corona Del Mar,2
California,Coronado,7
California,Corte Madera,4
California,Costa Mesa,59
California,Cotati,3
California,Cottonwood,29
California,Courtland,1
California,Covina,53
California,Coyote,0
California,Crescent City,2
California,Crest Park,0
Iowa,Redfield,0
Iowa,Reinbeck,1
Iowa,Remsen,5
Iowa,Rhodes,0
Iowa,Richland,0
Iowa,Ringsted,0
Iowa,Rippey,0
Iowa,Riverside,0
Iowa,Riverton,11
Iowa,Robins,2
Iowa,Rockwell City,5
Iowa,Roland,0
Iowa,Rome,0
Iowa,Rose Hill,0
Iowa,Rowley,0
Iowa,Royal,0
Iowa,Runnells,0
Iowa,Russell,0
Florida,Miramar Beach,5
Florida,Molino,0
Florida,Monticello,0
Florida,Montverde,1
Florida,Moore Haven,0
Florida,Morriston,0
Florida,Mossy Head,0
Florida,Mount Dora,10
Florida,Mulberry,0
Florida,Murdock,0
Florida,Myakka City,0
Florida,Nalcrest,0
Florida,Naples,1
Florida,Navarre,2
Florida,Neptune Beach,1
Florida,New Port Richey,73
Florida,New Smyrna Beach,12
Florida,Newberry,10
Florida,Niceville,10
Florida,Nichols,1
Florida,Nobleton,0
Florida,Nocatee,1
Florida,Nokomis,7
Florida,Noma,0
Florida,North Bay Village,2
Illinois,Hopkins Park,0
Illinois,Hudson,13
Illinois,Hume,0
Illinois,Huntley,10
Illinois,Hurst,19
Illinois,Hutsonville,1
Illinois,Illinois City,0
Illinois,Illiopolis,0
Illinois,Ina,0
Illinois,Indian Head Park,1
Illinois,Ingleside,0
Illinois,Inverness,16
Illinois,Island Lake,2
Illinois,Itasca,1
Illinois,Ivesdale,0
Illinois,Jacob,0
Illinois,Janesville,40
Illinois,Jerseyville,12
Illinois,Jewett,0
Illinois,Johnston City,1
Illinois,Joliet,41
Illinois,Jonesboro,33
Illinois,Joppa,0
Georgia,Sandersville,6
Georgia,Sardis,0
Georgia,Sargent,0
Georgia,Sautee Nacoochee,0
Georgia,Savannah,16
Georgia,Scottdale,12
Georgia,Senoia,0
Georgia,Shady Dale,0
Georgia,Shannon,2
Georgia,Sharon,0
Georgia,Sharpsburg,0
Georgia,Shiloh,0
Georgia,Siloam,0
Georgia,Silver Creek,0
Georgia,Smarr,0
Georgia,Smyrna,14
Georgia,Snellville,48
Georgia,Social Circle,4
Georgia,Soperton,6
Georgia,Sparta,0
Georgia,Springfield,91
Georgia,St Mountain,0
Indiana,Shirley,2
Indiana,Shoals,0
Indiana,Silver Lake,0
Indiana,Smithville,3
Indiana,Solsberry,0
Indiana,Somerset,0
Indiana,Somerville,0
Indiana,South Bend,0
Indiana,South Milford,0
Indiana,South Whitley,1
Indiana,Speedway,0
Indiana,Spencer,0
Indiana,Spencerville,3
Indiana,Spiceland,0
Indiana,Springport,0
Indiana,Spurgeon,0
Indiana,Stanford,0
Indiana,Star City,0
Indiana,Staunton,34
Indiana,Stendal,0
Indiana,Stilesville,0
Indiana,Stinesville,0
Indiana,Sulphur,9
Indiana,Sulphur Springs,12
Indiana,Sumava Resorts,0
Indiana,Summitville,1
California,Crestline,6
California,Creston,1
California,Crockett,12
California,Crows Landing,0
California,Cucamonga,1
California,Culver City,43
California,Cupertino,12
California,Cutler,0
California,Cypress,22
California,Daggett,0
California,Daly City,27
California,Dana Point,13
California,Danville,1
California,Davenport,46
California,Davis,1
California,Deer Park,1
California,Del Mar,1
California,Del Rey,0
California,Delano,6
California,Delhi,0
California,Denair,0
California,Descanso,0
California,Desert Center,0
California,Desert Hot Springs,7
Iowa,Ryan,0
Iowa,Sabula,0
Iowa,Sac City,6
Iowa,Saint Charles,0
Iowa,Saint Donatus,0
Iowa,Saint Marys,6
Iowa,Saint Paul,3
Iowa,Salem,0
Iowa,Salix,0
Iowa,Scranton,1
Iowa,Searsboro,0
Iowa,Selma,2
Iowa,Sergeant Bluff,4
Iowa,Seymour,3
Iowa,Shelby,6
Iowa,Sheldahl,0
Iowa,Sheldon,0
Iowa,Shell Rock,3
Iowa,Shellsburg,2
Iowa,Shenandoah,7
Iowa,Sherrill,0
Iowa,Sibley,0
Iowa,Sidney,0
Iowa,Sigourney,9
Iowa,Silver City,12
Florida,North Fort Myers,5
Florida,North Lauderdale,8
Florida,North Miami,24
Florida,North Miami Beach,54
Florida,North Palm Beach,11
Florida,North Port,11
Florida,O Brien,0
Florida,Oak Hill,1
Florida,Oakland,1
Florida,Oakland Park,17
Florida,Ocala,101
Florida,Ochopee,0
Florida,Ocklawaha,4
Florida,Ocoee,11
Florida,Odessa,39
Florida,Okahumpka,0
Florida,Okeechobee,9
Florida,Old Town,0
Florida,Oldsmar,4
Florida,Olustee,0
Florida,Ona,3
Illinois,Joy,0
Illinois,Junction,3
Illinois,Justice,0
Illinois,Kampsville,0
Illinois,Kaneville,0
Illinois,Kankakee,23
Illinois,Kansas,0
Illinois,Karbers Ridge,0
Illinois,Karnak,0
Illinois,Kasbeer,0
Illinois,Keensburg,0
Illinois,Keithsburg,0
Illinois,Kenilworth,1
Illinois,Kewanee,9
Illinois,Kingston,5
Illinois,Kingston Mines,0
Illinois,Kinsman,0
Illinois,Kirkland,54
Illinois,Kirkwood,15
Illinois,La Fayette,4
Illinois,La Grange,4
Illinois,La Grange Park,8
Illinois,La Moille,0
Illinois,La Rose,0
Illinois,La Salle,2
Illinois,Lacon,2
Georgia,Stapleton,0
Georgia,Statesboro,22
Georgia,Statham,1
