address,description,image,location,number,seller,symbol,title,unit,url
Camana Bay,"UNIT NUMBER: 201
SQUARE FEET: 4,297
TYPE: 2nd Generation Office
LOCATION: Camana Bay
CONDITION: Move-in readyFEATURES
• Prime location
• Recently renovated
• Private washrooms
• Views of the island and marine harbourRecently renovated office space within the prestigious 89 Nexus Way will be available for lease in early summer 2020. Situated on the second floor with stunning harbour views, this opportunity does not often present itself within Camana Bay. Ideal for a smaller family office or professional firm, this space can comfortably accommodate 10-15 individuals and is comprised of: 10 offices, private kitchen and washrooms, conference room, filing area and central communal space.  Located just off Esterly Tibbetts Highway, 89 Nexus Way offers ease of access and ample parking for both clients and employees. Visit www.dartrealestate.com to view floorplans and 3D tour.For more information contact a Leasing Agent:

+1.345.640.3600PROPERTY FEATURES
 • Meets Miami-Dade NOA-rating
• On-site property management and 24-hour security
• Proximity to surface and covered parking
• Close proximity to Restaurant Row CAMANA BAY
Camana Bay is a lively waterfront town in Grand Cayman where locals and visitors come to live, work and play. With over 15 restaurants, cafés, markets and speciality shops, Camana Bay offers an eclectic mix of experiences in an elegant island setting. This walkable town centre, where more than 1,800 people live and work, features inviting outdoor spaces, green areas and a harbour. The combination of Camana Bay’s signature annual events, tenant community and residents, bring more than 110,000 people to Camana Bay every month, making it the premier shopping and culinary destination in the Cayman Islands.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/21/2081400.png,Seven Mile Beach Corridor,,Dart Real Estate,,"Camana Bay – 89 Nexus Way, Second Floor",,https://ecaytrade.com/cayman/real-estate/for-rent?page=71
Camana Bay,"UNIT NUMBER: The Data Centre is located within an unmarked facility, with controlled access at all times.
TYPE: Data Centre
LOCATION: Camana Bay
CONDITION: Ready for useFEATURES
- SOC 2 Certified
- Secured location
- Secure access
- Staffed 24/7
- Backup generatorAvailable for immediate lease, full and half racks in Camana Bay’s SOC 2 – certified data centre. Securely staffed 24 hours a day, 7 days a week, the data centre provides an opportunity to save costs on installing and maintaining an IT server room within your office premises, allowing for more usable space within your office. Located at a secure location within Camana Bay, the data centre boasts CCTV, bullet- resistant doors, magnetic lock fob and biometric scanning, as well as access for your IT Professionals 24/7. SOC 2 certification reinforces security and uptime by ensuring the required safeguards and procedures are in place. Equipped with three 22-ton CRAC (Computer Room Air Conditioning) units with dual cooling, this presents an ideal alternative to in-house options. Installed and ready for use, tenants need only to complete the end connections for a seamless transition. Complete with robust backup generators for double redundancy to ensure your business continuity. Included in rental are facilities for power, cooling, and physical security for servers and other telecoms/IT equipment.PRICE: US$1,800 half rack US$3,000 for full rackFor more information contact a Leasing Agent:

+1.345.640.3600",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/21/2081257.jpg,Seven Mile Beach Corridor,,Dart Real Estate,,Camana Bay – Data Centre,,https://ecaytrade.com/cayman/real-estate/for-rent?page=71
Camana Bay,"UNIT NUMBER: 2C-1G
SQUARE FEET: 1,250
TYPE: Retail or Food & Beverage
LOCATION: Camana Bay
CONDITION: Shell & CoreFEATURES
• Outdoor seating with harbour views
• Restaurant ready
• On restaurant row
• Rear service access doors
• Suitable for Retail or F&BJoin Camana Bay’s array of acclaimed restaurants at this prominent location on restaurant row with stunning views of the harbour. With 1,250 rentable square feet and additional outdoor seating, this space would be perfect for a boutique restaurant or café. Plentiful parking spaces make it easily accessible for both customers and employees. Visit www.dartrealestate.com to view floorplans and 3D tour.For more information contact a Leasing Agent:

+1.345.640.360050 MARKET STREET
50 Market Street is a bustling hub of activity in close proximity to shopping, dining and entertainment experiences. Nestled amongst beautiful outdoor spaces where families can gather and adjacent to the breezy Camana Bay Harbour, this is the perfect location for restaurants and retailers. PROPERTY FEATURES
• On restaurant row
• Easily accessible parking spaces (Over 2,500 spaces total in Camana Bay)
• Views of Camana Bay Harbour
• Adjacent to fountain and greens where families gather
• Outdoor seating availability
• Meets Miami-Dade NOA rating
• On-site property management
• 24-hour security CAMANA BAY
Camana Bay is a lively waterfront town in Grand Cayman where locals and visitors come to live, work and play. With over fifteen restaurants, cafés, markets and speciality shops, Camana Bay offers an eclectic mix of experiences in an elegant island setting. This walkable town centre, where more than 1,800 people live and work, features inviting outdoor spaces, green areas and a harbour. The combination of Camana Bay’s signature annual events, tenant community and residents, bring more than 110,000 people to Camana Bay every month, making it the premier shopping and culinary destination in the Cayman Islands.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/21/2081455.png,Seven Mile Beach Corridor,,Dart Real Estate,,Camana Bay – 50 Market Street – First Floor,,https://ecaytrade.com/cayman/real-estate/for-rent?page=71
Camana Bay,"UNIT NUMBER: 4B
SQUARE FEET: 4,252
TYPE: Retail or Food & Beverage
LOCATION: Camana Bay
CONDITION: 2nd Generation Retail / F&BFEATURES
- Unique opportunity to service ""grab and go"" tenant market
- Prime Location
- Corner Unit with entrances on Market St and Forum Lane
- Highly visible space
- Can be used as F&B or RetailAvailable for immediate lease, this 4,254-square-foot retail or F&B space is perfectly located to service Camana Bay’s growing Town Centre. Located on the four-way stop of Forum Lane and Market Street, Unit 4B is across from a busy retail bank, local arts and crafts store and a mailbox service. Walking distance from One Nexus Way and 18 Forum Lane, a quick-serve F&B solution would service the growing number of office tenants and boasts access to outdoor space in the shady oasis of Canella Court. As a retail space, it will benefit from the passing foot and vehicle traffic from Forum Lane. On the ground floor, with proximate covered parking, this space is highly visible and easily accessible from the main road. 38 MARKET STREET
38 Market Street is an easily accessible two-storey building located between the calm shade covered courtyard Canella Court and Market St, making it highly visible to passing vehicular traffic. Its close proximity to shops and services means there is always a flow of passing trade.   Visit www.dartrealestate.com to view a 3D tourFor more information contact a Leasing Agent:

+1.345.640.3600PROPERTY FEATURES
• Space can be demised, used as Retail of Food & Beverage
• Easy accessible parking spaces (Over 2,500 spaces total in Camana Bay)
• Adjacent to Scotiabank and Mailboxes etc
• Meets Miami-Dade NOA rating
• On-site property management
• 24-hour security CAMANA BAY
Camana Bay is a lively waterfront town in Grand Cayman where locals and visitors come to live, work and play. With over 15 restaurants, cafés, markets and speciality shops, Camana Bay offers an eclectic mix of experiences in an elegant island setting. This walkable town centre, where more than 1,800 people live and work, features inviting outdoor spaces, green areas and a harbour. The combination of Camana Bay’s signature annual events, tenant community and residents, bring more than 110,000 people to Camana Bay every month, making it the premier shopping and culinary destination in the Cayman Islands.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/21/2081291.png,Seven Mile Beach Corridor,,Dart Real Estate,,Camana Bay – 38 Market Street – First Floor,,https://ecaytrade.com/cayman/real-estate/for-rent?page=71
Regatta Office Park,"TYPE: Office
LOCATION: Regatta Office Park
CONDITION: Turn-keyFEATURES
• Furniture, phone, high-speed WiFi
• Full-time community manager
• Shared kitchen and bathrooms
• Tea, coffee and water
• Shared open thinkspaces
• Access to rentable high-tech meeting rooms
• Secure, electronic fob access 24/7
• On-site security from dusk-till-dawn
• Online account management
• Ample parkingFlexible, turnkey, serviced office space – ready for you. How we work, when we work and where we work is changing.  We believe that the spaces we work in should be places that work for you and your business. readyspaces are professional working environments designed to be flexible and fit the ever-evolving needs of doing business — locally and globally. readyspaces in Regatta Office Park offers twenty-five modern, professional, private one- or two-person shared office spaces featuring big office amenities as standard. Visit www.dartrealestate.com to view floorplans and 3D tour. For more information contact a Leasing Agent:

+1.345.640.3600 PROPERTY FEATURES
• Ready-to-go spaces in a flourishing business-oriented location
• Walking distance to dining, shopping, hotels and the beach
• Twenty-five workspaces of varying sizes allow you to choose a space that suits you
• Fully-furnished office space, so just bring your laptop and you’ll have everything you need REGATTA OFFICE PARK
An impressive business complex centrally located on the Seven Mile Beach corridor and home to a varied group of prominent businesses. With beautiful landscaping and foliage outside your door and a fresh, engaging environment, this is an ideal location for you and your business. Our site’s position allows quick access to nearby shopping and dining venues on foot, while also providing easy accessibility from West Bay Road and Esterley Tibbetts Highway. Only a short drive from central George Town and Owen Roberts International Airport, its location offers excellent value that is as clear as the surrounding blue skies.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/21/2081362.png,Seven Mile Beach Corridor,,Dart Real Estate,,"readyspaces – flexible, turnkey, serviced office suites",,https://ecaytrade.com/cayman/real-estate/for-rent?page=71
"North Sound Rd,Barcadere Warehouse Space","Offering Virtual Viewings and Online Lease application with DocuSign, Barcadere Warehouse has the perfect space you’re looking for. Whether for important company documents or personal/home storage, these Brand New, Secure, Climate Controlled, Centrally Located spaces have just what you need. Rentals starting at 312sq. ft. for $625 with options up to 1250sq. ft. with AC included. Located across from George Town Yacht Club near the airport, this strong structure is built 8ft. above sea level and offers wheelchair, washroom and parking accessibility plus an elevator to the second floor for your ease and convenience. Contact us today for more information! For Virtual Viewings and Inquiries Please reach out to Larissa on 936-3343 or email  We look forward to hearing from you!",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/21/2081485.jpeg,George Town,,HeritageHoldingsLTD.,,"Brand New, Clean, Sanitized, Safe and Secure Spaces in a Variety of Size Options ",,https://ecaytrade.com/cayman/real-estate/for-rent?page=71
Flagship Building,"UNIT NUMBER: Unit S203
SQUARE FEET: 1,294
TYPE: Office
LOCATION: Flagship Building
CONDITION: Second GenerationFEATURES
• Views of North Church Street
• Available immediately
• Fully customisable
• Opportunity to expandAvailable immediately; 1,294-square-foot office space in the heart of George Town, just minutes from the Courthouse. The space is fully customisable and provides an opportunity to expand.Visit www.dartrealestate.com to view floorplans and 3D tour. For more information contact a Leasing Agent:

+1.345.640.3600  PROPERTY FEATURES
• Oceanfront building in the heart of George Town
• Proximity to the Cayman Island Courthouse
• Additional parking spaces on Fort Street
• Overflow parking on North Church Street
• Two interior elevators
• New chiller system
• On-site building maintenance
• Back-up generator
• Key fob access available
• On-site security FLAGSHIP BUILDING
The Flagship Building is an iconic structure centrally located in the country’s capital, George Town, and in close proximity to the courthouse. Its name is an homage to the country’s seafaring heritage. Flagship Building is home to a mix of retail and commercial businesses. Office suites available from 500 to 3000 square feet.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/21/2081664.png,George Town,,Dart Real Estate,,Flagship Building – Second Floor – S203,,https://ecaytrade.com/cayman/real-estate/for-rent?page=71
Flagship Building,"UNIT NUMBER: Unit S300
SQUARE FEET: 3,106
TYPE: Office
LOCATION: Flagship Building
CONDITION: Move-in readyFEATURES
• Open floor plan with private offices
• Conference room
• Balcony with ocean viewsOcean-front, open plan office space available to rent immediately. Includes 3,106 square feet of rentable space and a balcony with ocean views directly overlooking George Town Harbour. Interior features an open floorplan with select private offices and a conference room, providing a balanced working environment. Centrally located in George Town and only a short walk from the courthouse.  Visit www.dartrealestate.com to view floorplans and 3D tour. For more information contact a Leasing Agent:

+1.345.640.3600 PROPERTY FEATURES
• Oceanfront building in the heart of George Town
• Proximity to the Cayman Island Courthouse
• Two interior elevators
• New chiller system
• On-site building maintenance
• Backup generator
• Key fob access available
• Dusk-til-dawn on-site security FLAGSHIP BUILDING
The Flagship Building is an iconic structure centrally located in the country’s capital, George Town, and in close proximity to the courthouse. Its name is an homage to the country’s seafaring heritage. Flagship Building is home to a mix of retail and commercial businesses. Office suites available from 500 to 3000 square feet.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/21/2081656.png,George Town,,Dart Real Estate,,Flagship Building – Third Floor – Unit S300,,https://ecaytrade.com/cayman/real-estate/for-rent?page=71
West Bay Road,2 Bed 2 Bath Ocean view  property immediately available.,https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/18/2078210.jpg,Seven Mile Beach,"3,060",charlottebusby,$, 2 Bed Beach front. All Inclusive ,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=72
South Church St,"This oceanview condo is a nicely furnished 2 bedroom 2.5 bath at SeaView Residences. The condo is located on the 2nd floor overlooking the beautiful George Town Harbor featuring a spacious balcony that gives you the stunning views of the Caribbean Sea and amazing sunsets. The interior space is an open floor plan with plenty of natural light that makes the rooms bright and harmonious.The master bedroom and living room overlook the serene ocean allowing you to experience the unique beauty of the sea. Close to schools, restaurants and central George Town and only minutes from Seven Mile Beach.Cayman Islands Sotheby's International Realty is a member of CIREBA RLS#169.Contact Karina 925-3800",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/18/2078250.jpg,George Town,"5,000",Cayman Islands Sotheby's Int'l Realty,$,SeaView Residences - 2 bed close to George Town,USD,https://ecaytrade.com/cayman/real-estate/for-rent?page=72
933 West Bay Road,"Unit #29 available until end of June.  Rental is one month at a minimum.
Security deposit is $1KUnit is furnished—linens and towels provided by tenantPricing includes local phone, wifi and cable.
Does NOT include water and electric (to be billed separately by the Beachcomber)
No housekeeping.All government imposed laws and curfews apply.For more pictures please visit- http://beachcomber1.com/condos/villa-29/Please contact- ",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/18/2078308.jpg,Seven Mile Beach,"15,000",Fenton345,$,Beachcomber condominiums- unit #29 (3 bed),USD,https://ecaytrade.com/cayman/real-estate/for-rent?page=72
933 West Bay Road,"Unit #34 available until end of June.  Rental is one month at a minimum.
Security deposit is $1KUnit is furnished—linens and towels provided by tenantPricing includes local phone, wifi and cable.
Does NOT include water and electric (to be billed separately by the Beachcomber)
No housekeeping.All government imposed laws and curfews apply.For more pictures please visit-http://beachcomber1.com/condos/villa-34/Please contact- ",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/18/2078323.jpg,Seven Mile Beach,"15,000",Fenton345,$,Beachcomber condominiums- Unit #34 (3bed),USD,https://ecaytrade.com/cayman/real-estate/for-rent?page=72
933 West Bay Road,"Unit #21 available until end of August.  Rental is one month at a minimum.
Security deposit is $1KUnit is furnished—linens and towels provided by tenantPricing includes local phone, wifi and cable.
Does NOT include water and electric (to be billed separately by the Beachcomber)
No housekeeping.All government imposed laws and curfews apply.For more pictures please visit - http://beachcomber1.com/condos/villa-21/Please contact- ",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/18/2078287.jpg,Seven Mile Beach,"12,000",Fenton345,$,Beachcomber condominiums - Unit #21 (2bed),USD,https://ecaytrade.com/cayman/real-estate/for-rent?page=72
391 Esterley TIbbetts Hwy,"Immaculate with an at-home office set-up.Close to Camana Bay. Just north of A.L. Thompson's/Butterfield Circle, off bypass toward the back of the development in newest blue building completed.
This unit comes with electricity, water, cable TV and internet included.* 55"" SmartTV
* 3 pools & a gym
* 24-Hour Security guard on premises
* Full size stackable washer & dryer in apartment
* Private & very quiet
* 2nd floor location; hurricane safe
* Fully furnished with all conveniences plus extras (baking items, mixing bowls, added utensils...)
* Within phase away from traffic/bypass
* Designated parking
* Double glazed insulated windows
* Modern furnishings
* Walking distance to Kirk Supermarket
* (Small) water view and lush trees
* All concrete block construction
* Efficient central air-conditioning
* Dishwasher
* Tankless Water Heater which allows for more storage space.An all round great unit!$1,750 with free cable tv or $2,000 all- inclusive. Includes Electricity, Water, High Speed Fibre Optic Internet & Cable TV326-4321",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/19/2079621.jpg,George Town,"1,750",Great Opportunity,$," Lakeside 1B/1B $1,750 or $2,000 Inclusive. Quality Furnishings! ",KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=72
Lakeside,"Room for rent in spacious lakeside apartment. Shared with 2 people.2 bathrooms, a kitchen diner.",,George Town,775,levers,$,Lakeside room share,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=72
391 Esterly Tibbetts,"1 fully furnished bedroom available at Lakeside on Seven Mile Beach Corridor.  Apartment is available  now.Perfect location within 5-10 minute drive to the beach, Camana Bay, Airport and only 500m from Kirks Supermarket.  Walkable to seven mile beach! Bedroom with queen bed and good closet space.  Stacked Washer and dryer also included in the unit.  Complex has 3 pools and a fully equipped gym. Reserved parking and lots of visitor parking. Security on-site as well.  Lease also includes:
• Logic cable and high speed fiber internet;
• Quarterly Pestkil and AC services.Contact 926-2833 or 546-7265 to set up a viewing.
Please note if the posting has not been taken down the apartment is still available.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/19/2079543.jpg,Seven Mile Beach Corridor,"1,400",sstewart,$,1 Bedroom Apartment,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=72
391 Esterley Tibbetts Hwy,"Immaculate with an at-home office set-up.Close to Camana Bay. Just north of A.L. Thompson's/Butterfield Circle, off bypass toward the back of the development in newest blue building completed.
This unit comes with electricity, water, cable TV and internet included.* 55"" SmartTV
* 3 pools & a gym
* 24-Hour Security guard on premises
* Full size stackable washer & dryer in apartment
* Private & very quiet
* 2nd floor location; hurricane safe
* Fully furnished with all conveniences plus extras (baking items, mixing bowls, added utensils...)
* Within phase away from traffic/bypass
* Designated parking
* Double glazed insulated windows
* Modern furnishings
* Walking distance to Kirk Supermarket
* (Small) water view and lush trees
* All concrete block construction
* Efficient central air-conditioning
* Dishwasher
* Tankless Water Heater which allows for more storage space.An all round great unit!$1,750 with free cable tv or $2,000 all- inclusive. Includes Electricity, Water, High Speed Fibre Optic Internet & Cable TV326-4321",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/19/2079643.jpg,Seven Mile Beach,"2,000",Great Opportunity,$," Lakeside 1B/1B 2nd Storey $1,750 or $2,000 Inclusive. ",KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=72
95 Snooze Lane,"Fully furnished, recently renovated 2 bed, 2 bath ground floor unit at the Grandview available immediately. Enjoy direct access to 650 feet of exclusive manicured beach, garden and vast swimming pool area far from the maddening crowds ;-) Breathtaking sunsets! No carrying groceries or paddleboards up and down stairs.The location is 2 mins walk to World Gym and Seven Mile Shops. 5 min walk to yoga at Bliss and 20 min walk / 2 min drive to Camana Bay.Unit Specs:
• Beautiful ground floor unit, ocean view, direct access from patio to the pool and beach
• Tastefully decorated
• Master is on-suite with vanity, two basins and a walk-in closet, smart TV with cable.
• Smart TV's also in lounge and 2nd room
• Open plan kitchen, dining room and lounge
• Screened in patio
• over 1,400 Square feetComplex:
• Two tennis courts with floodlights
• beautifully landscaped ocean-front swimming pool
• Outdoor hot tub
• BBQ grills
• Oceanfront gazebo
• This is the only complex on SMB with a boat dock (72 hours max at a time)
• Night SecurityRent US$4,000 (CI$3,280) per monthFlexible lease term, up to 6 months.No smoking and unfortunately no pets.Email  or call 938-1007 / 926-9642",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/20/2079587.jpg,Seven Mile Beach,"4,000",Tristan Relly,$,Trade up to Seven Mile Beach-living at the Grandview,USD,https://ecaytrade.com/cayman/real-estate/for-rent?page=72
Crescent point,"Newly renovated ground floor condo in quiet SMB complex. Brand new floors/kitchen/furniture. Large pool and hot tub (currently closed) but private beach is allowed to be used as well as garden. 3 bedrooms (King, Queen and 2 twin beds). 3 Ensuite bathrooms. Large patio with sofa plus dining set.
Flow tv and internet included in price. Water & CUC to be paid separately.
No pets (strata rules).
3-6 month rental currently available with month to month after that.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/20/2079732.jpg,Seven Mile Beach,"5,500",Lucy Beighton_2,$,SMB CRESCENT POINT 3BED,USD,https://ecaytrade.com/cayman/real-estate/for-rent?page=72
West bay rd 431,"Newly renovated 3rd floor ocean view condo with 2 bedrooms and 2 bathrooms. Perfect for staycation or weekend away. Available for short term rental up to 6 months. CI 3700 plus utilities and one month security deposit required. One small dog allowed.
Call or WhatsApp me on 345 929-1229 to arrange your private showing.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/20/2079966.jpeg,Seven Mile Beach,"3,700",Cicakiki,$,Regal Beach Club 7 Mile beach rental,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=72
Lighthouse Point,"2 bed | 2 bath | 1468 sqftLighthouse Point is an eco-friendly dive resort in Grand Cayman and offers world-class diving and dining at your doorstep!  This amazing units offers 2 bedrooms (king / 2 single beds) and sofa bed in the lounge, 2 bathrooms (1 walk-in shower / 1 shower and bathtub), ocean facing balcony w/ hammock and dining table, 10 ft high ceilings, all new high end appliances, fridge, freezer, dishwasher, gas cook top, oven, microwave, kettle, french press, dishes and utensils for up to 6 ppl, pots, pans, measuring cups etc.
Washer / Dryer in unit (not shared) and use of gas BBQ / Grill. 24-hour notice for the owner to provide a video tour. Guests will have access to the onsite restaurant ""Vivo"" and onsite dive shop ""Divetech"".  No pets. Children welcome. 12 month lease. Cindy Harrington
345 924 5921
RMLS 374
Member of CIREBA",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/20/2079905.jpg,West Bay,"3,000",TeamPropertyCayman,$,Lighthouse point ocean front rental,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=72
"Outpost street,GT","Fully furnished all inclusive 1b 1b plus own multipurpose lounge in a 2b townhouse. Include light, water and internet.
Ideal for a single professional or couple",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/20/2079770.jpeg,George Town,"1,300",Rammik,$, All inclusive 1b 1b / private lounge,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=72
West Bay rd,"This Luxury condo is  newly renovated. Direct ocean view 3 bedrooms , 3 bathrooms, 3rd floor penthouse. Available immediately until December 15.2020. CI 6000 plus utilities and one month security deposit required. Pets are not allowed.
Call or text/WhatsApp me on 345 929-1229 to arrange your private viewing.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/20/2080139.jpeg,Seven Mile Beach,"6,000",Cicakiki,$,"Casa Caribe 7 Mile Beach 3 bedrooms, 3 bathrooms for rent",KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=72
West bay rd 431,"Spectacularly finished ground floor direct beach and lake access condo with 4 bedrooms (3 King beds + 1 Bunk bed) and 4.5 bathrooms for rent at Laguna Del Mar.  TVs in each rooms, Sonos speaker  system  Xbox in kids room. Available immediately until December 15.2020.  CI 7500 plus utilities and one month security deposit required. Pets are not allowed.
Call or text/WhatsApp me on 345 929-1229 to arrange your private viewing.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/20/2080009.jpeg,Seven Mile Beach,"7,500",Cicakiki,$,"Luxury 4bedrooms,4.5 bathrooms 7 Mile Beach condo for rent",KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=72
West bay rd 431,"Ground floor direct beach access condo with 3bedrooms and 4 bathrooms for rent at Laguna Del Mar. Available immediately until December 15.2020. CI 6000 plus utilities and one month security deposit required. Pets are not allowed.
Call or text/WhatsApp me on 345 929-1229 to arrange your private viewing.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/20/2080187.jpeg,Seven Mile Beach,"6,000",Cicakiki,$,Laguna Del Mar 7 Mile Beach rental,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=72
Esterley Tibbetts,"Master bedroom with separate restroom & walk in closet Available in a 2 bhk apartment in lakeside.
Available in mid of may,Cuc and water is additional.
Deposit required
Contact: 3222026",,Seven Mile Beach,900,Msafe192,$, Lakeside apartment ,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=72
Villas Pappagallo,"Extremely clean and no necessity missed, Villas Pappagallo 3 is steps from the sand and nestled on its own private beach with all the activities of 7 Mile Beach a short drive away. The best diving, snorkeling, kite surfing are outside your door. The finest food and cocktails across the street at Ristorante Pappagallo, come enjoy! The sandy beach is very private and quiet most of the year. If you are up to the task you can snorkel to the reef from the dock and it is fantastic viewing of coral reef and sea life. The nature reserve is next door and has some hidden gems of secluded beaches. Groceries and cemetery beach are just a short drive down the road. 12 Month Lease, shorter options considered.Cindy Harrington

345 924 5921RMLS 383
Member of CIREBA",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/20/2080526.jpg,West Bay,"2,150",TeamPropertyCayman,$,Villas Pappagallo 1 bed 12 month lease,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=72
"43 Tennyson Street,Bodden Town,KY1-1207","Room for rent in Pease Bay, Bodden Town.  Shared common areas.  Utilities $50.00. Deposit of $300 required and can be paid over 2 months. Available now. What's App Only 916-4162",,Bodden Town/Breakers,300,nicole scott,$, Room for rent in Pease Bay,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=72
Flagship Building,"UNIT NUMBER: Unit N203
SQUARE FEET: 3,614
TYPE: Office
LOCATION: Flagship Building
CONDITION: Raw spaceFEATURES
• Balcony overlooking Fort Street with ocean views
• Space can be demised
• Lends to large open floor layoutNow available to rent: ideal office space located in the very heart of George Town, just minutes from the courthouse. Features 3,614 square feet of adaptable raw space that can easily be transformed into offices, an open-plan layout or demised to suit the needs of a smaller client. The property includes access to a balcony with ocean views. Visit www.dartrealestate.com to view floorplans and 3D tour. For more information contact a Leasing Agent:

+1.345.640.3600  PROPERTY FEATURES
• Oceanfront building in the heart of George Town
• Proximity to the Cayman Island Courthouse
• Two interior elevators
• New chiller system
• On-site building maintenance
• Backup generator
• Key fob access available
• Dusk till Dawn on-site security FLAGSHIP BUILDING
The Flagship Building is an iconic structure centrally located in the country’s capital, George Town, and in close proximity to the courthouse. Its name is an homage to the country’s seafaring heritage. Flagship Building is home to a mix of retail and commercial businesses. Office suites available from 500 to 3000 square feet.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/21/2081667.png,George Town,,Dart Real Estate,,Flagship Building – Second Floor – N203,,https://ecaytrade.com/cayman/real-estate/for-rent?page=71
Flagship Building,"UNIT NUMBER: Unit S403
SQUARE FEET: 2,895
TYPE: Office
LOCATION: Flagship Building
CONDITION: Move-in readyFEATURES
• Views of North Church Street with ocean views (no balcony)
• Open floor plan with private offices
• Conference room
• KitchenThis 2,895-square-foot, fully fitted office space is available for lease immediately. The open floorplan, private offices, conference room and kitchen create the perfect blend of communal and intimate space. In addition, its central location means key amenities are within walking distance. Visit www.dartrealestate.com to view floorplans and 3D tour. For more information contact a Leasing Agent:

+1.345.640.3600 PROPERTY FEATURES
• Oceanfront building in the heart of George Town
• Proximity to the Cayman Island Courthouse
• Two interior elevators
• New chiller system
• On-site building maintenance
• Backup generator
• Key fob access available
• Dusk-til-dawn on-site security FLAGSHIP BUILDING
The Flagship Building is an iconic structure centrally located in the country’s capital, George Town, and in close proximity to the courthouse. Its name is an homage to the country’s seafaring heritage. Flagship Building is home to a mix of retail and commercial businesses. Office suites available from 500 to 3000 square feet.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/21/2081673.png,George Town,,Dart Real Estate,,Flagship Building – Fourth Floor – S403,,https://ecaytrade.com/cayman/real-estate/for-rent?page=71
000 ABC Street,"This beautiful, clean and quiet 2 bedroom home offers up to 1000 sq. ft. of comfortable living space. Includes a full 3 pce. bathroom, and comes fully furnished with washer/dryer, fridge/ice maker, stove, dishwasher, microwave and some kitchen ware. This home is perfect for 1 or 2 people. Enjoy the sunrise or sunset from a front or back patio with lots of green space and privacy. The neighborhood is safe and friendly. Includes partially covered car pad with additional indoor storage space for bikes, kayaks etc.This lovely home is located in Bodden Town and close to public beach, gas stations, convenience store, cafe. Quick commute to Health City, Rum Point or Kaibo as well as George Town, Camana Bay and Seven Mile Beach. $1200/month, does not include utilities.
Security deposits will be required with letter of employment and letter of reference from current landlord. Sorry, no pets allowed.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/16/2075454.jpg,Bodden Town/Breakers,"1,200",D Hand,$, Beautiful and Clean 2 Bdrm House for Rent,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=73
